Age,mx,qx,lx,dx,ex,xYear,Sex
0,0.004184,0.004175,100000,417.5,78.64,2020,Male
1,0.000212,0.000212,99582.5,21.1,77.97,2020,Male
2,0.000129,0.000129,99561.4,12.8,76.98,2020,Male
3,0.00011,0.00011,99548.6,11,75.99,2020,Male
4,0.000082,0.000082,99537.6,8.1,75,2020,Male
5,0.000065,0.000065,99529.5,6.5,74.01,2020,Male
6,0.000059,0.000059,99523,5.9,73.01,2020,Male
7,0.000069,0.000069,99517.1,6.8,72.02,2020,Male
8,0.00008,0.00008,99510.3,8,71.02,2020,Male
9,0.000093,0.000093,99502.3,9.2,70.03,2020,Male
10,0.000061,0.000061,99493.1,6.1,69.03,2020,Male
11,0.000048,0.000048,99487,4.8,68.04,2020,Male
12,0.000092,0.000092,99482.2,9.2,67.04,2020,Male
13,0.000092,0.000092,99473.1,9.2,66.05,2020,Male
14,0.000129,0.000129,99463.9,12.9,65.05,2020,Male
15,0.000171,0.000171,99451.1,17,64.06,2020,Male
16,0.000152,0.000152,99434,15.1,63.07,2020,Male
17,0.000254,0.000254,99418.9,25.2,62.08,2020,Male
18,0.00032,0.00032,99393.7,31.8,61.1,2020,Male
19,0.000395,0.000395,99362,39.3,60.12,2020,Male
20,0.000518,0.000518,99322.7,51.5,59.14,2020,Male
21,0.000362,0.000362,99271.2,35.9,58.17,2020,Male
22,0.000405,0.000404,99235.3,40.1,57.19,2020,Male
23,0.000464,0.000464,99195.1,46,56.22,2020,Male
24,0.000476,0.000476,99149.1,47.2,55.24,2020,Male
25,0.000549,0.000548,99102,54.3,54.27,2020,Male
26,0.000578,0.000578,99047.6,57.2,53.3,2020,Male
27,0.000571,0.000571,98990.4,56.5,52.33,2020,Male
28,0.000602,0.000602,98933.9,59.5,51.36,2020,Male
29,0.000583,0.000583,98874.3,57.6,50.39,2020,Male
30,0.000697,0.000697,98816.7,68.9,49.42,2020,Male
31,0.00072,0.00072,98747.8,71.1,48.45,2020,Male
32,0.000814,0.000813,98676.8,80.2,47.49,2020,Male
33,0.000872,0.000872,98596.5,85.9,46.52,2020,Male
34,0.000952,0.000952,98510.6,93.8,45.56,2020,Male
35,0.001033,0.001032,98416.8,101.6,44.61,2020,Male
36,0.001103,0.001102,98315.2,108.4,43.65,2020,Male
37,0.001316,0.001316,98206.8,129.2,42.7,2020,Male
38,0.001263,0.001262,98077.6,123.8,41.76,2020,Male
39,0.001503,0.001502,97953.8,147.1,40.81,2020,Male
40,0.001558,0.001557,97806.7,152.3,39.87,2020,Male
41,0.001768,0.001767,97654.5,172.5,38.93,2020,Male
42,0.0018,0.001798,97481.9,175.3,38,2020,Male
43,0.001977,0.001975,97306.7,192.2,37.07,2020,Male
44,0.002205,0.002202,97114.5,213.9,36.14,2020,Male
45,0.002404,0.002401,96900.6,232.6,35.22,2020,Male
46,0.00259,0.002586,96667.9,250,34.3,2020,Male
47,0.002825,0.002821,96417.9,272,33.39,2020,Male
48,0.003093,0.003089,96145.9,296.9,32.48,2020,Male
49,0.00341,0.003404,95848.9,326.3,31.58,2020,Male
50,0.003723,0.003716,95522.7,355,30.69,2020,Male
51,0.004011,0.004003,95167.7,381,29.8,2020,Male
52,0.004274,0.004265,94786.7,404.2,28.92,2020,Male
53,0.004559,0.004548,94382.5,429.3,28.04,2020,Male
54,0.005082,0.005069,93953.2,476.2,27.16,2020,Male
55,0.005323,0.005309,93476.9,496.3,26.3,2020,Male
56,0.005917,0.0059,92980.7,548.6,25.44,2020,Male
57,0.006362,0.006341,92432.1,586.1,24.59,2020,Male
58,0.00712,0.007095,91845.9,651.7,23.74,2020,Male
59,0.007812,0.007782,91194.3,709.7,22.91,2020,Male
60,0.008537,0.008501,90484.6,769.2,22.08,2020,Male
61,0.009114,0.009073,89715.4,814,21.27,2020,Male
62,0.010177,0.010126,88901.5,900.2,20.46,2020,Male
63,0.011025,0.010964,88001.3,964.9,19.66,2020,Male
64,0.011907,0.011837,87036.4,1030.2,18.87,2020,Male
65,0.013133,0.013048,86006.2,1122.2,18.09,2020,Male
66,0.014962,0.014851,84884,1260.6,17.33,2020,Male
67,0.01555,0.01543,83623.4,1290.3,16.58,2020,Male
68,0.017435,0.017284,82333.1,1423.1,15.83,2020,Male
69,0.01898,0.018802,80910.1,1521.2,15.1,2020,Male
70,0.020558,0.020349,79388.8,1615.5,14.38,2020,Male
71,0.022074,0.021833,77773.3,1698,13.67,2020,Male
72,0.024629,0.024329,76075.3,1850.9,12.96,2020,Male
73,0.026468,0.026122,74224.4,1938.9,12.27,2020,Male
74,0.030424,0.029969,72285.5,2166.3,11.59,2020,Male
75,0.034697,0.034105,70119.2,2391.4,10.93,2020,Male
76,0.038392,0.037669,67727.8,2551.2,10.3,2020,Male
77,0.042726,0.041833,65176.5,2726.5,9.68,2020,Male
78,0.048737,0.047578,62450,2971.2,9.09,2020,Male
79,0.055942,0.054419,59478.8,3236.8,8.51,2020,Male
80,0.062043,0.060176,56242,3384.4,7.98,2020,Male
81,0.068338,0.06608,52857.6,3492.8,7.45,2020,Male
82,0.077751,0.074842,49364.7,3694.5,6.95,2020,Male
83,0.086086,0.082534,45670.2,3769.3,6.47,2020,Male
84,0.097121,0.092623,41900.9,3881,6,2020,Male
85,0.109184,0.103532,38019.9,3936.3,5.57,2020,Male
86,0.124928,0.117584,34083.6,4007.7,5.15,2020,Male
87,0.143107,0.133551,30076,4016.7,4.77,2020,Male
88,0.158228,0.146628,26059.3,3821,4.43,2020,Male
89,0.177263,0.162831,22238.3,3621.1,4.1,2020,Male
90,0.189481,0.173083,18617.2,3222.3,3.8,2020,Male
91,0.217244,0.195959,15394.9,3016.8,3.5,2020,Male
92,0.238447,0.213046,12378.1,2637.1,3.23,2020,Male
93,0.275831,0.242401,9741,2361.2,2.97,2020,Male
94,0.29686,0.258492,7379.8,1907.6,2.75,2020,Male
95,0.342011,0.292066,5472.2,1598.2,2.54,2020,Male
96,0.360039,0.305113,3873.9,1182,2.38,2020,Male
97,0.392554,0.328147,2691.9,883.4,2.21,2020,Male
98,0.430869,0.354498,1808.6,641.1,2.04,2020,Male
99,0.491986,0.394855,1167.4,461,1.89,2020,Male
100,0.518196,0.411561,706.5,290.8,1.79,2020,Male
0,0.003475,0.003469,100000,346.9,82.64,2020,Female
1,0.000164,0.000164,99653.1,16.4,81.93,2020,Female
2,0.000104,0.000104,99636.8,10.4,80.94,2020,Female
3,0.000076,0.000076,99626.4,7.6,79.95,2020,Female
4,0.000071,0.000071,99618.8,7.1,78.95,2020,Female
5,0.000042,0.000042,99611.6,4.2,77.96,2020,Female
6,0.000044,0.000044,99607.5,4.4,76.96,2020,Female
7,0.000043,0.000043,99603.1,4.3,75.97,2020,Female
8,0.000045,0.000045,99598.8,4.5,74.97,2020,Female
9,0.00004,0.00004,99594.3,4,73.97,2020,Female
10,0.000047,0.000047,99590.3,4.6,72.98,2020,Female
11,0.000056,0.000056,99585.6,5.6,71.98,2020,Female
12,0.000073,0.000073,99580,7.3,70.98,2020,Female
13,0.000091,0.000091,99572.7,9.1,69.99,2020,Female
14,0.00009,0.00009,99563.6,8.9,68.99,2020,Female
15,0.0001,0.0001,99554.7,9.9,68,2020,Female
16,0.000111,0.000111,99544.8,11.1,67.01,2020,Female
17,0.000151,0.000151,99533.7,15.1,66.01,2020,Female
18,0.000184,0.000184,99518.7,18.3,65.02,2020,Female
19,0.000192,0.000192,99500.4,19.1,64.04,2020,Female
20,0.000165,0.000165,99481.2,16.4,63.05,2020,Female
21,0.00017,0.00017,99464.9,17,62.06,2020,Female
22,0.000217,0.000217,99447.9,21.6,61.07,2020,Female
23,0.000206,0.000206,99426.3,20.5,60.08,2020,Female
24,0.000171,0.000171,99405.8,17,59.09,2020,Female
25,0.000224,0.000224,99388.8,22.2,58.1,2020,Female
26,0.000228,0.000228,99366.6,22.7,57.12,2020,Female
27,0.000312,0.000312,99343.9,31,56.13,2020,Female
28,0.000276,0.000276,99312.9,27.4,55.15,2020,Female
29,0.000317,0.000317,99285.5,31.4,54.16,2020,Female
30,0.000361,0.000361,99254,35.9,53.18,2020,Female
31,0.000376,0.000376,99218.2,37.3,52.2,2020,Female
32,0.000449,0.000449,99180.8,44.6,51.22,2020,Female
33,0.000553,0.000553,99136.3,54.9,50.24,2020,Female
34,0.000536,0.000536,99081.4,53.1,49.27,2020,Female
35,0.000576,0.000576,99028.4,57,48.29,2020,Female
36,0.000738,0.000738,98971.4,73.1,47.32,2020,Female
37,0.000698,0.000698,98898.3,69,46.36,2020,Female
38,0.000829,0.000829,98829.3,81.9,45.39,2020,Female
39,0.000828,0.000828,98747.4,81.7,44.43,2020,Female
40,0.000941,0.000941,98665.7,92.8,43.46,2020,Female
41,0.001045,0.001045,98572.8,103,42.5,2020,Female
42,0.001105,0.001104,98469.9,108.8,41.55,2020,Female
43,0.001282,0.001281,98361.1,126,40.59,2020,Female
44,0.001361,0.00136,98235.1,133.6,39.64,2020,Female
45,0.001466,0.001464,98101.5,143.7,38.7,2020,Female
46,0.001536,0.001534,97957.8,150.3,37.75,2020,Female
47,0.001761,0.00176,97807.5,172.1,36.81,2020,Female
48,0.002081,0.002079,97635.4,203,35.87,2020,Female
49,0.002166,0.002164,97432.4,210.8,34.95,2020,Female
50,0.002269,0.002266,97221.6,220.3,34.02,2020,Female
51,0.002592,0.002588,97001.2,251.1,33.1,2020,Female
52,0.002614,0.002611,96750.2,252.6,32.18,2020,Female
53,0.002938,0.002934,96497.6,283.1,31.27,2020,Female
54,0.003024,0.00302,96214.5,290.6,30.36,2020,Female
55,0.003297,0.003291,95923.9,315.7,29.45,2020,Female
56,0.003724,0.003717,95608.2,355.4,28.54,2020,Female
57,0.00389,0.003883,95252.8,369.8,27.65,2020,Female
58,0.004409,0.0044,94883,417.4,26.75,2020,Female
59,0.004597,0.004587,94465.5,433.3,25.87,2020,Female
60,0.005444,0.005429,94032.2,510.5,24.99,2020,Female
61,0.005857,0.00584,93521.7,546.1,24.12,2020,Female
62,0.006462,0.006441,92975.5,598.9,23.26,2020,Female
63,0.00695,0.006926,92376.7,639.8,22.41,2020,Female
64,0.007461,0.007433,91736.8,681.9,21.56,2020,Female
65,0.007996,0.007964,91054.9,725.2,20.72,2020,Female
66,0.009008,0.008968,90329.7,810.1,19.88,2020,Female
67,0.009891,0.009843,89519.7,881.1,19.05,2020,Female
68,0.010938,0.010878,88638.5,964.2,18.24,2020,Female
69,0.011708,0.01164,87674.3,1020.5,17.43,2020,Female
70,0.013032,0.012948,86653.8,1122,16.63,2020,Female
71,0.014458,0.014355,85531.8,1227.8,15.85,2020,Female
72,0.015996,0.015869,84304,1337.8,15.07,2020,Female
73,0.016952,0.016809,82966.2,1394.6,14.3,2020,Female
74,0.020173,0.019972,81571.6,1629.1,13.54,2020,Female
75,0.022637,0.022384,79942.5,1789.4,12.81,2020,Female
76,0.025704,0.025378,78153.1,1983.4,12.09,2020,Female
77,0.028724,0.028318,76169.7,2157,11.39,2020,Female
78,0.032623,0.032099,74012.8,2375.7,10.71,2020,Female
79,0.038361,0.037639,71637,2696.4,10.04,2020,Female
80,0.042261,0.041386,68940.6,2853.2,9.42,2020,Female
81,0.048056,0.046928,66087.5,3101.4,8.8,2020,Female
82,0.054089,0.052665,62986.1,3317.1,8.21,2020,Female
83,0.060145,0.058389,59669,3484,7.64,2020,Female
84,0.071044,0.068607,56184.9,3854.7,7.08,2020,Female
85,0.079359,0.07633,52330.3,3994.4,6.57,2020,Female
86,0.09218,0.088118,48335.9,4259.3,6.07,2020,Female
87,0.106256,0.100896,44076.6,4447.2,5.61,2020,Female
88,0.118486,0.111859,39629.5,4432.9,5.18,2020,Female
89,0.137364,0.128535,35196.5,4524,4.77,2020,Female
90,0.153134,0.142243,30672.5,4362.9,4.4,2020,Female
91,0.176412,0.162113,26309.6,4265.1,4.05,2020,Female
92,0.19884,0.180859,22044.5,3986.9,3.73,2020,Female
93,0.224876,0.202147,18057.5,3650.3,3.45,2020,Female
94,0.243019,0.216689,14407.3,3121.9,3.19,2020,Female
95,0.272341,0.239701,11285.4,2705.1,2.94,2020,Female
96,0.306816,0.266009,8580.2,2282.4,2.71,2020,Female
97,0.339011,0.289875,6297.8,1825.6,2.51,2020,Female
98,0.381818,0.320611,4472.2,1433.8,2.33,2020,Female
99,0.408233,0.339031,3038.4,1030.1,2.19,2020,Female
100,0.424145,0.349934,2008.3,702.8,2.05,2020,Female
0,0.004352,0.004343,100000,434.3,79.87,2019,Male
1,0.000224,0.000224,99565.7,22.3,79.22,2019,Male
2,0.000132,0.000132,99543.4,13.1,78.24,2019,Male
3,0.000085,0.000085,99530.3,8.5,77.25,2019,Male
4,0.000077,0.000077,99521.8,7.6,76.26,2019,Male
5,0.000085,0.000085,99514.2,8.4,75.26,2019,Male
6,0.000108,0.000108,99505.7,10.7,74.27,2019,Male
7,0.000056,0.000056,99495,5.6,73.28,2019,Male
8,0.000049,0.000049,99489.4,4.9,72.28,2019,Male
9,0.000047,0.000047,99484.5,4.7,71.28,2019,Male
10,0.000074,0.000074,99479.8,7.3,70.29,2019,Male
11,0.000073,0.000073,99472.5,7.2,69.29,2019,Male
12,0.000116,0.000116,99465.2,11.5,68.3,2019,Male
13,0.000145,0.000145,99453.7,14.4,67.31,2019,Male
14,0.000102,0.000102,99439.3,10.1,66.32,2019,Male
15,0.000137,0.000137,99429.2,13.7,65.32,2019,Male
16,0.000195,0.000195,99415.6,19.4,64.33,2019,Male
17,0.000263,0.000263,99396.1,26.1,63.34,2019,Male
18,0.00035,0.00035,99370,34.8,62.36,2019,Male
19,0.000416,0.000416,99335.3,41.3,61.38,2019,Male
20,0.000548,0.000547,99294,54.4,60.41,2019,Male
21,0.000525,0.000525,99239.6,52.1,59.44,2019,Male
22,0.000487,0.000487,99187.5,48.3,58.47,2019,Male
23,0.000472,0.000472,99139.2,46.8,57.5,2019,Male
24,0.000533,0.000533,99092.4,52.8,56.53,2019,Male
25,0.000556,0.000556,99039.6,55.1,55.56,2019,Male
26,0.000571,0.000571,98984.5,56.5,54.59,2019,Male
27,0.000606,0.000606,98928,59.9,53.62,2019,Male
28,0.000649,0.000649,98868.1,64.1,52.65,2019,Male
29,0.0007,0.0007,98804,69.1,51.68,2019,Male
30,0.000777,0.000777,98734.8,76.7,50.72,2019,Male
31,0.000761,0.000761,98658.1,75,49.76,2019,Male
32,0.000811,0.000811,98583.1,79.9,48.8,2019,Male
33,0.000876,0.000876,98503.2,86.2,47.84,2019,Male
34,0.000867,0.000867,98416.9,85.3,46.88,2019,Male
35,0.00095,0.000949,98331.6,93.3,45.92,2019,Male
36,0.000982,0.000981,98238.3,96.4,44.96,2019,Male
37,0.001214,0.001213,98141.9,119.1,44,2019,Male
38,0.001239,0.001238,98022.8,121.4,43.06,2019,Male
39,0.001316,0.001315,97901.5,128.8,42.11,2019,Male
40,0.001428,0.001427,97772.7,139.6,41.16,2019,Male
41,0.001447,0.001446,97633.2,141.2,40.22,2019,Male
42,0.001554,0.001553,97492,151.4,39.28,2019,Male
43,0.001674,0.001673,97340.6,162.8,38.34,2019,Male
44,0.001972,0.001971,97177.7,191.5,37.4,2019,Male
45,0.002226,0.002224,96986.2,215.7,36.48,2019,Male
46,0.002321,0.002319,96770.6,224.4,35.56,2019,Male
47,0.002545,0.002541,96546.2,245.4,34.64,2019,Male
48,0.002643,0.00264,96300.8,254.2,33.73,2019,Male
49,0.002975,0.002971,96046.6,285.3,32.81,2019,Male
50,0.003312,0.003307,95761.3,316.7,31.91,2019,Male
51,0.003572,0.003565,95444.7,340.3,31.01,2019,Male
52,0.003657,0.00365,95104.4,347.1,30.12,2019,Male
53,0.004081,0.004073,94757.2,385.9,29.23,2019,Male
54,0.00435,0.004341,94371.3,409.6,28.35,2019,Male
55,0.004628,0.004617,93961.7,433.9,27.47,2019,Male
56,0.005358,0.005343,93527.8,499.8,26.6,2019,Male
57,0.005452,0.005437,93028.1,505.8,25.74,2019,Male
58,0.006064,0.006046,92522.3,559.3,24.87,2019,Male
59,0.006728,0.006706,91962.9,616.7,24.02,2019,Male
60,0.007293,0.007266,91346.3,663.7,23.18,2019,Male
61,0.007816,0.007785,90682.5,706,22.35,2019,Male
62,0.008929,0.008889,89976.6,799.8,21.52,2019,Male
63,0.009522,0.009476,89176.8,845.1,20.71,2019,Male
64,0.010479,0.010424,88331.7,920.8,19.9,2019,Male
65,0.011837,0.011767,87410.9,1028.6,19.1,2019,Male
66,0.012633,0.012553,86382.3,1084.4,18.33,2019,Male
67,0.013937,0.01384,85297.9,1180.6,17.55,2019,Male
68,0.015216,0.015101,84117.3,1270.2,16.79,2019,Male
69,0.016876,0.016734,82847.1,1386.4,16.04,2019,Male
70,0.017711,0.017556,81460.7,1430.1,15.31,2019,Male
71,0.020109,0.019908,80030.6,1593.3,14.57,2019,Male
72,0.020593,0.020383,78437.3,1598.8,13.86,2019,Male
73,0.024369,0.024075,76838.5,1849.9,13.13,2019,Male
74,0.026944,0.026586,74988.6,1993.7,12.45,2019,Male
75,0.03015,0.029702,72994.9,2168.1,11.77,2019,Male
76,0.03366,0.033103,70826.8,2344.5,11.12,2019,Male
77,0.036712,0.036051,68482.3,2468.8,10.48,2019,Male
78,0.043419,0.042496,66013.5,2805.3,9.85,2019,Male
79,0.047175,0.046088,63208.1,2913.1,9.27,2019,Male
80,0.053462,0.05207,60295,3139.6,8.69,2019,Male
81,0.05904,0.057347,57155.4,3277.7,8.14,2019,Male
82,0.065891,0.063789,53877.7,3436.8,7.61,2019,Male
83,0.074268,0.071609,50440.9,3612,7.09,2019,Male
84,0.08453,0.081103,46828.9,3797.9,6.6,2019,Male
85,0.095602,0.09124,43030.9,3926.2,6.14,2019,Male
86,0.107689,0.102187,39104.8,3996,5.71,2019,Male
87,0.11868,0.112032,35108.8,3933.3,5.3,2019,Male
88,0.137819,0.128934,31175.5,4019.6,4.9,2019,Male
89,0.155841,0.144575,27155.9,3926.1,4.55,2019,Male
90,0.165561,0.152904,23229.8,3551.9,4.24,2019,Male
91,0.189122,0.172784,19677.9,3400,3.91,2019,Male
92,0.203433,0.184651,16277.9,3005.7,3.63,2019,Male
93,0.232701,0.208448,13272.2,2766.6,3.34,2019,Male
94,0.261272,0.231084,10505.6,2427.7,3.08,2019,Male
95,0.288945,0.25247,8077.9,2039.4,2.86,2019,Male
96,0.321691,0.277118,6038.5,1673.4,2.66,2019,Male
97,0.340941,0.291286,4365.1,1271.5,2.48,2019,Male
98,0.389695,0.326146,3093.6,1009,2.3,2019,Male
99,0.425245,0.350682,2084.7,731,2.17,2019,Male
100,0.454433,0.370296,1353.6,501.2,2.07,2019,Male
0,0.003564,0.003557,100000,355.7,83.56,2019,Female
1,0.000236,0.000236,99644.3,23.5,82.86,2019,Female
2,0.000151,0.000151,99620.7,15,81.88,2019,Female
3,0.000102,0.000102,99605.7,10.1,80.89,2019,Female
4,0.000069,0.000069,99595.6,6.9,79.9,2019,Female
5,0.000089,0.000089,99588.7,8.9,78.9,2019,Female
6,0.000093,0.000093,99579.8,9.3,77.91,2019,Female
7,0.000053,0.000053,99570.6,5.3,76.92,2019,Female
8,0.000052,0.000052,99565.3,5.2,75.92,2019,Female
9,0.000053,0.000053,99560.1,5.2,74.93,2019,Female
10,0.000071,0.000071,99554.8,7.1,73.93,2019,Female
11,0.00005,0.00005,99547.7,5,72.94,2019,Female
12,0.00004,0.00004,99542.8,3.9,71.94,2019,Female
13,0.000093,0.000093,99538.8,9.3,70.94,2019,Female
14,0.000107,0.000107,99529.5,10.6,69.95,2019,Female
15,0.000092,0.000092,99518.9,9.2,68.96,2019,Female
16,0.000135,0.000135,99509.8,13.5,67.96,2019,Female
17,0.000168,0.000168,99496.3,16.8,66.97,2019,Female
18,0.000235,0.000235,99479.5,23.4,65.98,2019,Female
19,0.000193,0.000193,99456.1,19.2,65,2019,Female
20,0.000166,0.000166,99436.9,16.5,64.01,2019,Female
21,0.000197,0.000197,99420.4,19.6,63.02,2019,Female
22,0.000244,0.000244,99400.7,24.3,62.03,2019,Female
23,0.00021,0.00021,99376.5,20.9,61.05,2019,Female
24,0.000254,0.000254,99355.5,25.2,60.06,2019,Female
25,0.000224,0.000224,99330.3,22.3,59.08,2019,Female
26,0.000283,0.000283,99308,28.1,58.09,2019,Female
27,0.000293,0.000293,99280,29.1,57.11,2019,Female
28,0.000294,0.000294,99250.9,29.1,56.12,2019,Female
29,0.000322,0.000322,99221.8,31.9,55.14,2019,Female
30,0.000385,0.000385,99189.8,38.2,54.16,2019,Female
31,0.000378,0.000378,99151.6,37.4,53.18,2019,Female
32,0.000405,0.000404,99114.2,40.1,52.2,2019,Female
33,0.000436,0.000436,99074.1,43.2,51.22,2019,Female
34,0.000539,0.000539,99030.9,53.3,50.24,2019,Female
35,0.000548,0.000548,98977.5,54.2,49.27,2019,Female
36,0.000565,0.000564,98923.3,55.8,48.29,2019,Female
37,0.00074,0.00074,98867.5,73.2,47.32,2019,Female
38,0.000712,0.000711,98794.3,70.3,46.35,2019,Female
39,0.00075,0.00075,98724,74,45.39,2019,Female
40,0.000881,0.000881,98650,86.9,44.42,2019,Female
41,0.000891,0.000891,98563.1,87.8,43.46,2019,Female
42,0.001052,0.001051,98475.3,103.5,42.5,2019,Female
43,0.001024,0.001024,98371.8,100.7,41.54,2019,Female
44,0.001259,0.001258,98271.1,123.6,40.58,2019,Female
45,0.001398,0.001397,98147.4,137.1,39.64,2019,Female
46,0.001541,0.001539,98010.3,150.9,38.69,2019,Female
47,0.001567,0.001566,97859.4,153.3,37.75,2019,Female
48,0.001702,0.001701,97706.2,166.2,36.81,2019,Female
49,0.001829,0.001827,97540,178.2,35.87,2019,Female
50,0.002149,0.002146,97361.7,209,34.93,2019,Female
51,0.002326,0.002323,97152.8,225.7,34.01,2019,Female
52,0.002504,0.002501,96927.1,242.4,33.09,2019,Female
53,0.002466,0.002463,96684.7,238.2,32.17,2019,Female
54,0.002794,0.00279,96446.5,269.1,31.25,2019,Female
55,0.003054,0.003049,96177.4,293.2,30.33,2019,Female
56,0.00336,0.003354,95884.2,321.6,29.42,2019,Female
57,0.003635,0.003628,95562.5,346.7,28.52,2019,Female
58,0.003919,0.003912,95215.8,372.5,27.62,2019,Female
59,0.004362,0.004352,94843.4,412.8,26.73,2019,Female
60,0.004762,0.00475,94430.6,448.6,25.84,2019,Female
61,0.005079,0.005066,93982,476.1,24.96,2019,Female
62,0.006181,0.006162,93505.9,576.2,24.09,2019,Female
63,0.006356,0.006336,92929.7,588.8,23.24,2019,Female
64,0.006853,0.006829,92340.9,630.6,22.38,2019,Female
65,0.007603,0.007574,91710.3,694.6,21.53,2019,Female
66,0.007986,0.007954,91015.7,723.9,20.69,2019,Female
67,0.008821,0.008783,90291.8,793,19.85,2019,Female
68,0.009976,0.009927,89498.8,888.4,19.02,2019,Female
69,0.010513,0.010458,88610.4,926.7,18.21,2019,Female
70,0.012107,0.012034,87683.6,1055.2,17.4,2019,Female
71,0.012772,0.012691,86628.4,1099.4,16.6,2019,Female
72,0.014109,0.01401,85529,1198.3,15.81,2019,Female
73,0.016981,0.016838,84330.7,1420,15.03,2019,Female
74,0.018521,0.018351,82910.7,1521.5,14.28,2019,Female
75,0.019742,0.019549,81389.2,1591.1,13.53,2019,Female
76,0.022417,0.022169,79798.1,1769,12.79,2019,Female
77,0.025873,0.025543,78029.1,1993.1,12.07,2019,Female
78,0.029687,0.029252,76036,2224.2,11.38,2019,Female
79,0.033966,0.033399,73811.8,2465.2,10.7,2019,Female
80,0.038018,0.037309,71346.6,2661.9,10.06,2019,Female
81,0.04187,0.041012,68684.7,2816.9,9.43,2019,Female
82,0.047706,0.046594,65867.8,3069.1,8.81,2019,Female
83,0.054744,0.053285,62798.7,3346.3,8.21,2019,Female
84,0.062342,0.060458,59452.5,3594.4,7.65,2019,Female
85,0.071874,0.06938,55858.1,3875.5,7.11,2019,Female
86,0.081893,0.078672,51982.7,4089.6,6.6,2019,Female
87,0.092346,0.088271,47893.1,4227.6,6.12,2019,Female
88,0.105971,0.100639,43665.6,4394.4,5.67,2019,Female
89,0.119362,0.11264,39271.1,4423.5,5.25,2019,Female
90,0.135336,0.126759,34847.6,4417.2,4.85,2019,Female
91,0.152708,0.141875,30430.4,4317.3,4.48,2019,Female
92,0.171745,0.158163,26113.1,4130.1,4.14,2019,Female
93,0.190797,0.17418,21983,3829,3.82,2019,Female
94,0.212365,0.19198,18154,3485.2,3.52,2019,Female
95,0.24091,0.215011,14668.8,3153.9,3.24,2019,Female
96,0.271603,0.239129,11514.8,2753.5,2.99,2019,Female
97,0.298499,0.259734,8761.3,2275.6,2.77,2019,Female
98,0.338444,0.289461,6485.7,1877.4,2.57,2019,Female
99,0.349024,0.297165,4608.3,1369.4,2.41,2019,Female
100,0.40513,0.336888,3238.9,1091.1,2.21,2019,Female
0,0.004261,0.004252,100000,425.2,79.55,2018,Male
1,0.000257,0.000257,99574.8,25.6,78.89,2018,Male
2,0.000123,0.000123,99549.2,12.3,77.91,2018,Male
3,0.0001,0.0001,99536.9,10,76.92,2018,Male
4,0.000111,0.000111,99527,11,75.92,2018,Male
5,0.00008,0.00008,99515.9,8,74.93,2018,Male
6,0.000075,0.000075,99507.9,7.5,73.94,2018,Male
7,0.00008,0.00008,99500.4,7.9,72.94,2018,Male
8,0.000064,0.000064,99492.5,6.4,71.95,2018,Male
9,0.000045,0.000045,99486.1,4.5,70.95,2018,Male
10,0.000084,0.000084,99481.6,8.4,69.96,2018,Male
11,0.000102,0.000102,99473.1,10.1,68.96,2018,Male
12,0.000098,0.000098,99463,9.7,67.97,2018,Male
13,0.000111,0.000111,99453.3,11.1,66.98,2018,Male
14,0.000142,0.000142,99442.2,14.1,65.98,2018,Male
15,0.0002,0.0002,99428.2,19.9,64.99,2018,Male
16,0.000226,0.000226,99408.3,22.5,64.01,2018,Male
17,0.000335,0.000335,99385.8,33.3,63.02,2018,Male
18,0.000447,0.000447,99352.5,44.4,62.04,2018,Male
19,0.000433,0.000433,99308.1,43,61.07,2018,Male
20,0.000506,0.000506,99265.1,50.2,60.09,2018,Male
21,0.000532,0.000532,99214.9,52.8,59.12,2018,Male
22,0.000495,0.000495,99162.1,49.1,58.16,2018,Male
23,0.000499,0.000499,99113,49.5,57.18,2018,Male
24,0.000534,0.000534,99063.5,52.9,56.21,2018,Male
25,0.000514,0.000514,99010.7,50.9,55.24,2018,Male
26,0.000553,0.000552,98959.8,54.7,54.27,2018,Male
27,0.000579,0.000578,98905.1,57.2,53.3,2018,Male
28,0.000636,0.000636,98847.9,62.8,52.33,2018,Male
29,0.00069,0.000689,98785.1,68.1,51.36,2018,Male
30,0.000718,0.000717,98717,70.8,50.4,2018,Male
31,0.000856,0.000856,98646.1,84.4,49.43,2018,Male
32,0.000701,0.000701,98561.7,69.1,48.48,2018,Male
33,0.000916,0.000916,98492.7,90.2,47.51,2018,Male
34,0.000934,0.000933,98402.4,91.9,46.55,2018,Male
35,0.000987,0.000987,98310.6,97,45.6,2018,Male
36,0.001045,0.001044,98213.6,102.6,44.64,2018,Male
37,0.001245,0.001244,98111,122,43.69,2018,Male
38,0.001192,0.001192,97989,116.8,42.74,2018,Male
39,0.001257,0.001256,97872.2,123,41.79,2018,Male
40,0.001473,0.001472,97749.3,143.9,40.84,2018,Male
41,0.001503,0.001502,97605.4,146.6,39.9,2018,Male
42,0.001801,0.001799,97458.8,175.3,38.96,2018,Male
43,0.001986,0.001984,97283.5,193,38.03,2018,Male
44,0.002054,0.002051,97090.5,199.2,37.11,2018,Male
45,0.002301,0.002298,96891.3,222.7,36.18,2018,Male
46,0.002426,0.002423,96668.6,234.2,35.26,2018,Male
47,0.002563,0.00256,96434.4,246.9,34.35,2018,Male
48,0.002789,0.002785,96187.5,267.9,33.43,2018,Male
